title,city_name,salon,nb_rooms,nb_baths,surface_area,price_n,Ascenseur,Balcon,Chauffage,Climatisation,Concierge,Cuisine Équipée,Duplex,Meublé,Parking,Sécurité,Terrasse,city_grouped_Autres,city_grouped_Bouskoura,city_grouped_Casablanca,city_grouped_El Jadida,city_grouped_Fès,city_grouped_Kénitra,city_grouped_Marrakech,city_grouped_Martil,city_grouped_Meknès,city_grouped_Mohammedia,city_grouped_Rabat,city_grouped_Saidia,city_grouped_Salé,city_grouped_Tanger,city_grouped_Temara,nb_total_pieces
Appart 1er étage 72m² Hay Adil vendre Casa.,Casablanca,2.0,2.0,1.0,72.0,630000.0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Luxueux et spacieux appartement, prix négociable",Dar Bouazza,2.0,2.0,2.0,128.0,1250000.0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Une belle opportunité premium avec Terrasse,Casablanca,1.0,1.0,1.0,42.0,1100000.0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Superbe appartement 3chambres Val Fleuri,Casablanca,2.0,3.0,2.0,142.0,2050000.0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Appartement à vendre 124 m² à lwifaq,Agadir,1.0,2.0,2.0,124.0,1080000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 50 m² à Ain Aouda,Ain Aouda,1.0,2.0,2.0,50.0,400000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 81 m² à Casablanca,Casablanca,1.0,2.0,2.0,81.0,890000.0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 74 m² à Salé,Salé,2.0,2.0,2.0,74.0,920000.0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Appartement à vendre 65 m² à Ifrane,Ifrane,1.0,2.0,2.0,65.0,890000.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 50 m² à Salé,Salé,1.0,2.0,2.0,50.0,385000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
appartement à vendre,Tanger,1.0,2.0,1.0,84.0,700000.0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
Appartement 167 m² à Kénitra,Kénitra,2.0,3.0,2.0,167.0,1280000.0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0
Appartement à vendre 76m² à Temara,Temara,1.0,2.0,2.0,76.0,900000.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
Appartement à vendre 131 m² à Rabat,Rabat,1.0,4.0,1.0,131.0,1500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0
Appartement à vendre 52 m² à Casablanca,Casablanca,1.0,2.0,1.0,52.0,480000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 147 m² à Casablanca,Casablanca,2.0,2.0,2.0,147.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 74 m² à Kénitra,Kénitra,1.0,2.0,1.0,74.0,520000.0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Appartement en Souplex Berkane,Berkane,2.0,2.0,2.0,130.0,890000.0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
71236-Vente Appt à Casablanca Cil de 94 m²,Casablanca,1.0,3.0,1.0,92.0,1457000.0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 84 m² à Tit Mellil,Tit Mellil,1.0,2.0,2.0,84.0,380000.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement Neuf Saidia proche mer,Saidia,1.0,2.0,2.0,75.0,890000.0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
Appartement Standing - Les Portes de Marrakech,Marrakech,1.0,3.0,2.0,62.0,530000.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
appartement 130 m ascenseur garage région marjane,Meknès,2.0,3.0,2.0,88.0,940000.0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0
Appartement à vendre 103 m² à Casablanca,Casablanca,1.0,2.0,2.0,103.0,890000.0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
شقة للبيع بنفق مسنانة طنجة,Tanger,1.0,3.0,1.0,88.0,1368000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Appartement à vendre 59 m² à Deroua,Deroua,0.0,2.0,2.0,59.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Appartement de 110 m² au centre ville de M'diq,Mdiq,1.0,3.0,2.0,110.0,850000.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement neuf à vendre avec picine,Tanger,2.0,3.0,2.0,113.0,1800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.0
Appartement à vendre 131 m² à Marrakech,Marrakech,1.0,3.0,2.0,131.0,1900000.0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 85m² à Marrakech,Marrakech,1.0,2.0,1.0,85.0,1600000.0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
appartement à vendre à Bachkou,Casablanca,1.0,2.0,1.0,66.0,890000.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 108 m² à Benslimane,Benslimane,2.0,2.0,2.0,108.0,1099999.0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Projet D'Appartements Sur Route De Casablanca,Marrakech,1.0,2.0,1.0,80.0,960000.0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 40 m² à Casablanca,Casablanca,1.0,2.0,2.0,40.0,470000.0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
a vendre app meublé quartier des hôpitaux,Casablanca,1.0,2.0,1.0,60.0,1300000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre à Hay Moulay Youssef TAZA,Taza,1.0,2.0,2.0,62.0,890000.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 74 m² à WAFA Mohammedia,Mohammedia,1.0,2.0,2.0,74.0,690000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
Appartement à vendre 100 m² à Mohammedia,Mohammedia,1.0,3.0,2.0,100.0,1100000.0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0
vente appartement anassi,Casablanca,1.0,2.0,2.0,70.0,550000.0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appt à Hay Matar à vendre,El Jadida,1.0,2.0,1.0,54.0,310000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 123 m² à Casablanca,Casablanca,2.0,2.0,2.0,123.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
CMN-MA-1838 - Appartement à vendre à Bachkou,Casablanca,1.0,2.0,2.0,93.0,1580000.0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement 60 m² à Marrakech,Marrakech,1.0,2.0,1.0,60.0,460000.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 70 m² à Kénitra,Kénitra,1.0,2.0,1.0,70.0,420000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 57 m² à Tanger,Tanger,1.0,1.0,1.0,57.0,450000.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0
Appartement moderne – 64 m² à Bouskoura,Bouskoura,1.0,2.0,2.0,64.0,720000.0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 30 m² à Rabat,Rabat,1.0,1.0,1.0,30.0,460000.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0
Appartement neuf,Khemisset,1.0,2.0,1.0,85.0,570000.0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement de luxe à vendre centre Had Soualem,Had Soualem,1.0,2.0,2.0,80.0,480000.0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 64 m² à Casablanca,Casablanca,1.0,2.0,2.0,64.0,890000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 138 m² à Avenue Hassan 1,Agadir,1.0,2.0,2.0,138.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement avec cour – 114 m²,Bouskoura,1.0,2.0,2.0,88.0,1060500.0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Hay AL Manar, Chou9a 108m2 chouka",El Jadida,1.0,3.0,2.0,108.0,640000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement avec cour privative – 133 m²,Bouskoura,1.0,3.0,2.0,108.0,1265000.0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre,Marrakech,1.0,2.0,1.0,57.0,450000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 130 m² à Agadir,Agadir,1.0,3.0,2.0,130.0,1000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
une très belle appartement 124m2,Casablanca,2.0,2.0,2.0,124.0,900000.0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 108 m² à Casablanca,Casablanca,1.0,2.0,2.0,108.0,1850000.0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
appartement avec cours Haut standing,Rabat,2.0,2.0,2.0,125.0,890000.0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Appartement à vendre 72 m² à Mohammedia,Mohammedia,1.0,2.0,2.0,72.0,540000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0
Appartement à vendre situé à Hay mohammadi AGADIR,Agadir,1.0,2.0,1.0,88.0,1200000.0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 50 m² à Casablanca,Casablanca,1.0,1.0,1.0,50.0,1050000.0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Appartement ide à vendre à Hay Mohammadi Agadir.,Agadir,1.0,3.0,2.0,88.0,1800000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 82 m² à Casablanca,Casablanca,1.0,2.0,2.0,82.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Superbe Appartement 3Chs 148m2 a 2Mars,Casablanca,2.0,3.0,2.0,53.0,1800000.0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Appartement à vendre 80 m² à Casablanca,Casablanca,1.0,3.0,2.0,80.0,820000.0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 116 m² à Casablanca,Casablanca,2.0,3.0,2.0,134.0,1500000.0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Appartement à vendre 59 m² à Casablanca,Casablanca,1.0,2.0,1.0,59.0,6500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement 55m projet en cours,Rabat,2.0,2.0,1.0,55.0,340000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Appartement de luxe 88 m² à Ain sbaa,Casablanca,2.0,2.0,2.0,88.0,1012000.0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre à Saidia garage,Saidia,1.0,2.0,2.0,85.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
Appartement à vendre 87 m² à Saidia,Saidia,1.0,2.0,2.0,87.0,890000.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
Appartement à vendre 83 m² à Berrechid,Berrechid,1.0,2.0,1.0,83.0,300000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 49 m² à Marrakech,Marrakech,1.0,2.0,1.0,49.0,1225000.0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
appartement à vendre,Agadir,1.0,2.0,1.0,57.0,500000.0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement meublé avendr Saidia,Saidia,1.0,2.0,1.0,63.0,530000.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
appartements neuf a partir 90m coté bd anoual,Casablanca,1.0,2.0,2.0,90.0,16500.0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 55 m² à Salé,Salé,1.0,2.0,2.0,55.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Appartement à vendre 117 m² à Kénitra,Kénitra,1.0,3.0,2.0,117.0,920000.0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 43 m² à Marrakech,Marrakech,1.0,2.0,1.0,43.0,1075000.0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 60 m² à Marrakech,Marrakech,1.0,2.0,60.0,60.0,200000.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 63 m² à Casablanca,Casablanca,1.0,2.0,1.0,63.0,370000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 55 m² à Temara,Temara,1.0,2.0,2.0,55.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
Appartement à vendre 58 m² à Casablanca,Casablanca,1.0,2.0,1.0,58.0,370000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 56 m² à Casablanca,Casablanca,1.0,2.0,1.0,56.0,450000.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Vente joli appartement de 129m² à Targa,Marrakech,2.0,2.0,2.0,88.0,1800000.0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 83 m² à Temara,Temara,1.0,2.0,2.0,83.0,1150000.0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
app à vendre à المستقبل,Casablanca,1.0,2.0,1.0,56.0,530000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 85 m² à Casablanca,Casablanca,1.0,2.0,2.0,85.0,890000.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 60 m² à Mesnana,Tanger,1.0,2.0,1.0,60.0,450000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
Bel appartement lumineux à vendre à Val Fleuri,Casablanca,1.0,2.0,1.0,88.0,2000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Meublé, appartement entièrement rénové",Marrakech,1.0,2.0,1.0,54.0,395000.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
appartement à vendre derrière étage avec terrasse,Marrakech,1.0,1.0,1.0,66.0,1300000.0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0
Appartement à vendre 112 m² à Casablanca,Casablanca,1.0,3.0,2.0,112.0,1250000.0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
appartement à vendre,Marrakech,1.0,2.0,1.0,79.0,1100000.0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
Appartement F4 vide à vendre à EL khiyam II AGADIR,Agadir,1.0,3.0,1.0,88.0,900000.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre à Founty Agadir,Agadir,1.0,2.0,2.0,88.0,1876000.0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre à Hay Mohammadi Agadir.,Agadir,1.0,2.0,57.0,88.0,450000.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre à Hay Mohammadi Agadir,Agadir,1.0,2.0,1.0,88.0,1100000.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement vide à vendre à Founty AGADIR,Agadir,2.0,4.0,2.0,88.0,1800000.0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0
Apprt 3 CH salon Mhamid 9,Marrakech,1.0,3.0,2.0,63.0,295000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
appartements à vendre,Tit Mellil,1.0,3.0,2.0,96.0,740000.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Appartement à vendre à aït-melloul Agadir,Agadir Melloul,1.0,2.0,1.0,85.0,550000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
appartement à vendre,Kénitra,1.0,3.0,2.0,90.0,700000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
appart neuf 5 min malabata syndic ascenseur,Tanger,1.0,2.0,1.0,55.0,460000.0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
appart 88 métre l'aide de l'état neuf,Tanger,1.0,2.0,1.0,76.0,900000.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
appartement avec l'aide de l'état neuf ascenseur,Tanger,1.0,2.0,1.0,76.0,850000.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0
appartement à vendre,Kénitra,1.0,2.0,2.0,68.0,500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Appartement a vendre,Fès,2.0,1.0,1.0,68.0,550000.0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0
appartement à vendre,Kénitra,2.0,3.0,2.0,129.0,1100000.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0
Appartement à vendre 107 m² à Meknès,Meknès,1.0,2.0,2.0,107.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0
Appartement à vendre 71 m² à Safi,Safi,1.0,2.0,1.0,71.0,680000.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
appartement à vendre,Casablanca,1.0,2.0,1.0,67.0,490000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Excellents appartements à louer,Temara,1.0,2.0,2.0,80.0,3600.0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
bel appartement a vendre,Kénitra,1.0,3.0,2.0,93.0,870000.0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
appartement résidence fermée caméra et garage,Salé,1.0,2.0,2.0,84.0,900000.0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Appartement à vendre à Asilah résidentiel Béti,Asilah,1.0,2.0,2.0,54.0,890000.0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
59054-Vente Appt à Casablanca Les Princesses de 96,Casablanca,1.0,2.0,2.0,91.0,1800000.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
50829-Vente Appt à Casablanca Belvedere (Roches No,Casablanca,1.0,2.0,1.0,76.0,770000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
CMN-SI-1650 - Appartement à vendre à Bourgogne Est,Casablanca,1.0,2.0,1.0,74.0,1250000.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 110 m² à Oued Zem,Oued Zem,1.0,2.0,2.0,110.0,890000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 70 m² à route almanzal Sefrou,Sefrou,1.0,2.0,1.0,70.0,260000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement A Vendre a dar bouazza,Dar Bouazza,1.0,2.0,1.0,68.0,625000.0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
CMN-MA-1757 - Appartement à vendre à Palmier,Casablanca,1.0,2.0,1.0,98.0,1500000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 68 m² à Casablanca,Casablanca,1.0,2.0,2.0,68.0,590000.0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
appartement,Casablanca,1.0,2.0,2.0,75.0,890000.0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 130 m² à Harhoura,Temara,2.0,4.0,3.0,130.0,1990000.0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.0
CMN-MA-1342 - Appartement à vendre à Bachkou,Casablanca,1.0,2.0,1.0,105.0,1390000.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
NEW-RESBADR2 - Appartement à vendre à Hay Chrifa,Casablanca,1.0,3.0,2.0,93.0,1310000.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
CMN-ME-1600 - Appartement à vendre à 2 Mars,Casablanca,1.0,3.0,2.0,127.0,1750000.0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
CMN-AN-1638 - Appartement à vendre à Bourgogne,Casablanca,1.0,2.0,1.0,94.0,1300000.0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Appartement à vendre 101 m² à Marrakech,Marrakech,1.0,3.0,2.0,101.0,1250000.0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
Appartement à vendre 71 m² à Marrakech,Marrakech,1.0,2.0,2.0,71.0,450000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0
RAK-GU-1123 - Appartement à vendre à Hay Al Bahja,Marrakech,1.0,3.0,1.0,124.0,1050000.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0
